mcSEED_subsystem	name	alt_names	functional_role_description	dupl_subsystem		functional_role_type	database_classification	additional_classification	function_description	regulon	example_mcSEED_id	example_locus_tag	evidence	evidence_info	reference
Beta-galactoside utilization	AafA	NA	Putative Arap(b1-3)Araf ABC transporter substrate-binding component (TC 3.A.1.1)	no	AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-L-Arap-1,3-L-Ara	AafR	fig|28026.102.peg.1196	B5791_1110	predicted_previously	Function was suggested previously in the literature	38047276
Beta-galactoside utilization	AafB	NA	Putative Arap(b1-3)Araf ABC transporter permease component 1 (TC 3.A.1.1)	no	AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-L-Arap-1,3-L-Ara	AafR	fig|28026.102.peg.1197	B5791_1111	predicted_previously	Function was suggested previously in the literature	38047276
Beta-galactoside utilization	AafC	NA	Putative Arap(b1-3)Araf ABC transporter permease component 2 (TC 3.A.1.1)	no	AGII;GA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport beta-L-Arap-1,3-L-Ara	AafR	fig|28026.102.peg.1198	B5791_1112	predicted_previously	Function was suggested previously in the literature	38047276
Beta-galactoside utilization	AafR	NA	Putative transcriptional regulator of Arap(b1-3)Araf utilization (LacI family)	no	AGII;GA	regulator	LacI	NA	Predicted to regulate the expression of aafABC, aaf36, and aaf39	AafR	fig|28026.102.peg.1199	B5791_1113	predicted_new	NA	NA
Fructose and fructoside utilization	Frk	NA	Fructokinase (EC 2.7.1.4)	yes	Fru;Scr;scFOS;lcFOS;DFA	downstream_catabolism	EC 2.7.1.4	NA	Phosphorylates D-fructose to D-fructose-6-phosphate	FruR	fig|206672.9.peg.197	BL1339	characterized_bifido	Biochemically characterized (Bifidobacterium longum A10C)	15375133
Fructose and fructoside utilization	FruP	NA	Putative fructose MFS permease (TC 2.A.1.7)	no	Fru	transporter	TC 2.A.1.7	MFS Superfamily; Fucose: H+ Symporter (FHS) Family	Predicted to transport D-fructose	FruR	fig|702459.3.peg.585	BBPR_0561	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium bifidum PRL2010 is upregulated during growth on D-fructose	22562993
Fructose and fructoside utilization	FruE	NA	Fructose/xylose/ribose/arabinose ABC transporter substrate-binding component (TC 3.A.1.2.23)	yes	Fru	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.35	BL0033	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum NCC2705). Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Fructose and fructoside utilization	FruF	NA	Fructose/xylose/ribose/arabinose ABC transporter permease component 1 (TC 3.A.1.2.23)	yes	Fru	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.37	BL0035	characterized_bifido	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Fructose and fructoside utilization	FruG	NA	Fructose/xylose/ribose/arabinose ABC transporter permease component 2 (TC 3.A.1.2.23)	yes	Fru	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.38	BL0036	characterized_bifido	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Fructose and fructoside utilization	FruK	NA	Fructose/xylose/ribose/arabinose ABC transporter ATP-binding component (TC 3.A.1.2.23)	yes	Fru	transporter	TC 3.A.1.2.23	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Transports D-fructose, D-xylose, and D-ribose (fructose is the preferred substrate). Predicted to transport L-arabinose	NA	fig|206672.9.peg.36	BL0034	characterized_bifido	Gene in Bifidobacterium longum subsp. longum NCC2705 is upregulated during growth on D-fructose, D-ribose, and D-xylose. Gene in Bifidobacterium longum subsp. longum NCIMB8809 is upregulated during growth on arabinose and arabinoxylan	22102285;38752423
Fructose and fructoside utilization	FruA	NA	Fructose-specific PTS system IIABC components (TC 4.A.1.2.18)	no	Fru	transporter	TC 4.A.1.2.18	PTS-GFL Superfamily; Glucose-Glucoside (Glc) Family	Transports D-fructose with concomitant phosphorylation at the C-6 position	FruT	fig|326426.4.peg.1712	Bbr_1594	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003)	17098914
Fructose and fructoside utilization	FruA2a	NA	Fructose-specific PTS system IIA component (TC 4.A.7)	no	Fru	transporter	TC 4.A.7	PTS-AG Superfamily; L-Ascorbate (L-Asc) Family	Predicted to transport fructose	FruR2	fig|326426.4.peg.2039	Bbr_1894	predicted_previously	Function was suggested previously in the literature	40068681
Fructose and fructoside utilization	FruA2b	NA	Fructose-specific PTS system IIB component (TC 4.A.7)	no	Fru	transporter	TC 4.A.7	PTS-AG Superfamily; L-Ascorbate (L-Asc) Family	Predicted to transport fructose	FruR2	fig|326426.4.peg.2038	Bbr_1893	predicted_previously	Function was suggested previously in the literature	40068681
Fructose and fructoside utilization	FruA2c	NA	Fructose-specific PTS system IIC component (TC 4.A.7)	no	Fru	transporter	TC 4.A.7	PTS-AG Superfamily; L-Ascorbate (L-Asc) Family	Transports D-fructose	FruR2	fig|326426.4.peg.2037	Bbr_1892	characterized_bifido	Knockout of the gene decreases the growth of Bifidobacterium breve UCC2003 on fructose	40068681
Fructose and fructoside utilization	FruR	NA	Putative transcriptional regulator of fructose utilization (ROK family)	no	Fru	regulator	ROK	NA	Predicted to regulate D-fructose utilization. Predicted effector: D-fructose	FruR2	fig|206672.9.peg.198	BL1340	predicted_previously	Function was suggested previously in the literature	26903998
Fructose and fructoside utilization	FruT	NA	Putative transcriptional antiterminator of fructose-specific PTS system (BglG family)	no	Fru	regulator	BglG	NA	Predicted transcriptional antiterminator of fruA	FruT	fig|326426.4.peg.1711	Bbr_1593	predicted_previously	Function was suggested previously in the literature	17098914
Fructose and fructoside utilization	FruR2	NA	Putative transcriptional regulator of fructose-specific PTS system (GntR family)	no	Fru	regulator	GntR	NA	Predicted to regulate the expression of fruA2abc	FruR2	fig|326426.4.peg.2036	Bbr_1891	predicted_new	NA	NA
Fructose and fructoside utilization	ScrP	SucP	Sucrose phosphorylase (EC 2.4.1.7)	no	Scr	CAZyme	GH13_18;EC 2.4.1.7	intracellular	Catalyzes the phosphorolysis of sucrose to alpha-D-glucose-1-phosphate and D-fructose	ScrR	fig|367928.6.peg.74	BAD_0078	characterized_bifido	Biochemically characterized (Bifidobacterium longum SJ32, Bifidobacterium adolescentis DSM 20083). Gene in Bifidobacterium animalis subsp. lactis is upregulated during growth on sucrose and raffinose	14514069;14740189;12513973
Fructose and fructoside utilization	ScrT	NA	Putative sucrose MFS permease (TC 2.A.1.2)	no	Scr	transporter	TC 2.A.1.2	MFS Superfamily; Drug:H+ Antiporter-1 (12 Spanner) (DHA1) Family	Predicted to transport sucrose	ScrR	fig|555970.3.peg.137	Balat_0139	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium animalis subsp. lactis is upregulated during growth on sucrose and raffinose	12513973
Fructose and fructoside utilization	ScrR	NA	Putative transcriptional regulator of sucrose utilization (LacI family)	no	Scr	regulator	LacI	NA	Predicted to regulate the expression of scrP and scrT	ScrR	fig|555970.3.peg.135	Balat_0137	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium animalis subsp. lactis is upregulated during growth on sucrose and raffinose	12513973;26903998
Fructose and fructoside utilization	Agl13D	NA	Putative alpha-glucosidase (GH13_44)	no	NA	CAZyme	GH13_44	intracellular	Predicted to release terminal alpha-glucopyranosyl (D-Glcp) residues from modifed sucrose (e.g., erlose)	ScrR	fig|401473.3.peg.102	BDP_0111	predicted_new	NA	NA
Fructose and fructoside utilization	ScrF	NA	Putative sucrose ABC transporter substrate-binding component (TC 3.A.1.1)	no	Scr	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport sucrose	ScrR	fig|401473.3.peg.103	BDP_0112	predicted_new	NA	NA
Fructose and fructoside utilization	ScrG	NA	Putative sucrose ABC transporter permease component 1 (TC 3.A.1.1)	no	Scr	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport sucrose	ScrR	fig|401473.3.peg.104	BDP_0113	predicted_new	NA	NA
Fructose and fructoside utilization	ScrH	NA	Putative sucrose ABC transporter permease component 2 (TC 3.A.1.1)	no	Scr	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport sucrose	ScrR	fig|401473.3.peg.105	BDP_0114	predicted_new	NA	NA
Fructose and fructoside utilization	AmsA	NA	Amylosucrase (EC 2.4.1.4)	no	Scr;Glycogen metabolism	CAZyme	GH13_4	intracellular	Catalyzes the synthesis of alpha-glucan from sucrose: [(1->4)-alpha-D-glucosyl](n) + sucrose = [(1->4)-alpha-D- glucosyl](n+1) + D-fructose	NA	fig|401473.3.peg.350	BDP_0364	homology_with_characterized	36% amino acid sequence identity with characterized amylosucrase from Neisseria polysaccharea	9150231
Fructose and fructoside utilization	CscA	FosC	Beta-2,1/6-fructofuranosidase-2 (GH32)	no	Scr;scFOS;lcFOS	CAZyme	GH32	intracellular	Releases terminal beta-2,1/6-linked fructofuranosyl (D-Fruf) residues from neokestose, 1-kestose, nystose, fructosylnystose, short-chain fructooligosaccharide mixture. Has approximately 10-30-fold lower affinity for sucrose and inulin	CscR	fig|367928.6.peg.1233;fig|555970.3.peg.1245;fig|206672.9.peg.112;fig|391904.5.peg.787;fig|326426.4.peg.1420	BAD_1150;Balat_1241;BL0105;Blon_0787;Bbr_1324	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis G1, Bifidobacterium animalis subsp. lactis DSM10140, Bifidobacterium longum KN29.1, Bifidobacterium longum subsp. infantis ATCC 15697, Bifidobacterium breve UCC2003). Protein in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on short-chain fructooligosaccharide mixture and inulin. Gene in Bifidobacterium breve UCC2003 is upregulated during growth on sucrose and short-chain fructooligosaccharide mixture	20380746;12732943;15214632;doi.org/10.1016/j.procbio.2011.07.005;7920415;12460425;16000751
Fructose and fructoside utilization	CscB	FosB	Putative sucrose MFS permease (TC 2.A.1.5)	no	Scr;scFOS	transporter	TC 2.A.1.5	MFS Superfamily; Oligosaccharide:H+ Symporter (OHS) Family	Predicted to transport short-chain fructooligosaccharides (1-kestose, nystose) and sucrose	CscR	fig|391904.5.peg.788	Blon_0788	homology_with_characterized	41% amino acid sequence identity with characterized sucrose permease from Escherichia coli	22106930
Fructose and fructoside utilization	CscR	NA	Putative transcriptional regulator of sucrose utilization-2 (LacI family)	no	Scr;scFOS	regulator	LacI	NA	Predicted to regulate the expression of cscA and cscB	NA	fig|326426.4.peg.1417	Bbr_1321	predicted_previously	Function was suggested previously in the literature	26903998
Fructose and fructoside utilization	ScrA	Bbr_0020	Putative beta-fructofuranosidase-1 (GH32)	no	Scr;scFOS;lcFOS	CAZyme	GH32	intracellular	Predicted to release terminal fructofuranosyl (D-Fruf) residues from sucrose	ScrR2	fig|326426.4.peg.22	Bbr_0020	predicted_previously	Function was suggested previously in the literature. Knockout of the gene delays the growth of Bifidobacterium breve UCC2003 on sucrose	30006593
Fructose and fructoside utilization	ScrB	Bbr_0021	Putative sucrose/fructooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	Scr;scFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports sucrose. Predicted to transport short-chain fructooligosaccharides (1-kestose, nystose)	ScrR2	fig|326426.4.peg.23	Bbr_0021	characterized_bifido	Knockout of the gene delays the growth of Bifidobacterium breve UCC2003 on sucrose	30006593
Fructose and fructoside utilization	ScrR2	Bbr_0019	Putative transcriptional regulator of sucrose utilization-3 (LacI family)	no	Scr;scFOS	regulator	LacI	NA	Predicted to regulate the expression of scrA and scrB	ScrR2	fig|326426.4.peg.21	Bbr_0019	predicted_previously	Function was suggested previously in the literature	26903998
Fructose and fructoside utilization	BfrA	Blon_2056	Beta-2,1/6-fructofuranosidase (GH32)	no	scFOS;lcFOS	CAZyme	GH32	intracellular	Releases terminal beta-2,1/6-linked fructofuranosyl (D-Fruf) residues from inulin-type and levan-type fructooligosaccharides. Has approximately 10-fold lower affinity for sucrose and inulin	BfrR	fig|391904.5.peg.2073	Blon_2056	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC15697). Protein in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on short-chain fructooligosaccharide mixture and inulin	27086652;23469017
Fructose and fructoside utilization	BfrB	Blon_2061	Putative fructooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	scFOS;lcFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR	fig|391904.5.peg.2078	Blon_2061	predicted_previously	Function was suggested previously in the literature. Protein in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated during growth on short-chain fructooligosaccharide mixture and inulin	23469017
Fructose and fructoside utilization	BfrC	Blon_2060	Putative fructooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	scFOS;lcFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR	fig|391904.5.peg.2077	Blon_2060	predicted_previously	Function was suggested previously in the literature	23469017
Fructose and fructoside utilization	BfrD	Blon_2059	Putative fructooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	scFOS;lcFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR	fig|391904.5.peg.2076	Blon_2059	predicted_previously	Function was suggested previously in the literature	23469017
Fructose and fructoside utilization	BfrR	NA	Putative transcriptional regulator of fructooligosaccharide utilization (LacI family)	no	scFOS;lcFOS	regulator	LacI	NA	Predicted to regulate the expression of bfrABCD	BfrR	fig|391904.5.peg.2074	Blon_2057	predicted_previously	Function was suggested previously in the literature	26903998
Fructose and fructoside utilization	BfrA2	NA	Putative beta-fructofuranosidase-2 (GH32)	no	scFOS;lcFOS	CAZyme	GH32	intracellular	Predicted to release terminal beta-fructofuranosyl (D-Fruf) residues from fructooligosaccharides	BfrR2	fig|216816.1989.peg.1556	ACEWFY_11310	predicted_new	NA	NA
Fructose and fructoside utilization	BfrB2	NA	Putative fructooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	no	scFOS;lcFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR2	fig|216816.1989.peg.1559	ACEWFY_11325	predicted_new	NA	NA
Fructose and fructoside utilization	BfrC2	NA	Putative fructooligosaccharide ABC transporter-2 permease component 1 (TC 3.A.1.1)	no	scFOS;lcFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR2	fig|216816.1989.peg.1558	ACEWFY_11320	predicted_new	NA	NA
Fructose and fructoside utilization	BfrD2	NA	Putative fructooligosaccharide ABC transporter-2 permease component 2 (TC 3.A.1.1)	no	scFOS;lcFOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR2	fig|216816.1989.peg.1557	ACEWFY_11315	predicted_new	NA	NA
Fructose and fructoside utilization	BfrR2	NA	Putative transcriptional regulator of fructooligosaccharide utilization-2 (LacI family)	no	scFOS;lcFOS	regulator	LacI	NA	Predicted to regulate the expression of bfrA2B2C2D	BfrR2	fig|216816.1989.peg.1560	ACEWFY_11330	predicted_new	NA	NA
